#soft_core=0.95
#duplication_margin=0.05
organism	nb_families	nb_persistent_families	nb_shell_families	nb_cloud_families	nb_exact_core	nb_soft_core	nb_genes	nb_persistent_genes	nb_shell_genes	nb_cloud_genes	nb_exact_core_genes	nb_soft_core_genes	completeness	nb_single_copy_markers
LiSS_2016__FAT_012-22-2-0__bin.13	3242	2672	429	141	0	65	3266	2691	431	144	0	67	72.38	2623
LiSS_2016__FAT_008-22-2-0__bin.62	3947	3338	481	128	0	65	4008	3392	488	128	0	67	89.74	3252
LiuW_2016__SRR3992966__bin.78	2036	1825	99	112	0	44	2063	1850	100	113	0	47	49.03	1777
LiSS_2016__FAT_023-22-2-0__bin.12	3157	2602	331	224	0	57	3216	2654	336	226	0	59	70.03	2538
LiSS_2016__FAT_015-22-42-0__bin.49	3785	3220	420	145	0	65	3853	3280	427	146	0	67	87.09	3156
LiuW_2016__SRR3992970__bin.60	2641	2354	158	129	0	55	2695	2403	160	132	0	56	63.58	2304
LiuW_2016__SRR3992980__bin.82	1989	1672	173	144	0	46	2100	1774	180	146	0	47	45.39	1645
LiSS_2016__FAT_023-22-14-0__bin.76	4359	3652	528	179	0	65	4405	3677	546	182	0	68	98.04	3553
LiuW_2016__SRR3992961__bin.52	4070	3554	351	165	0	65	4100	3572	360	168	0	67	95.53	3462
LiuW_2016__SRR3992969__bin.62	3509	3161	236	112	0	63	3566	3216	238	112	0	67	85.04	3082
LiuW_2016__SRR3992979__bin.35	2662	2425	130	107	0	56	2691	2453	130	108	0	56	65.37	2369
LiuW_2016__SRR3992990__bin.22	2197	1969	115	113	0	50	2215	1985	117	113	0	50	53.06	1923
LiuW_2016__SRR3992973__bin.105	4105	3590	302	213	0	65	4162	3623	325	214	0	67	96.55	3499
LiuW_2016__SRR3993023__bin.84	1905	1639	158	108	0	52	1936	1668	160	108	0	52	44.23	1603
LiuW_2016__SRR3992987__bin.99	3816	3460	285	71	0	65	3831	3473	287	71	0	67	93.16	3376
LiuW_2016__SRR3992993__bin.56	4089	3520	374	195	0	65	4178	3589	392	197	0	68	94.51	3425
LiuW_2016__SRR3993030__bin.62	2955	2596	206	153	0	63	2989	2627	209	153	0	64	70.23	2545
LiuW_2016__SRR3993001__bin.21	3919	3520	310	89	0	65	3960	3551	320	89	0	67	94.51	3425
LiuW_2016__SRR3993031__bin.38	3432	3018	258	156	0	63	3486	3064	264	158	0	65	81.13	2940
LiuW_2016__SRR3993055__bin.110	2589	2159	280	150	0	54	2655	2216	289	150	0	56	58.31	2113
LiuW_2016__SRR3993026__bin.11	3911	3423	395	93	0	65	3935	3438	404	93	0	67	92.69	3359
LiuW_2016__SRR3993044__bin.37	2847	2551	180	116	0	63	2870	2571	183	116	0	63	68.65	2488
LiuW_2016__SRR3993033__bin.42	3634	3153	347	134	0	65	3682	3187	359	136	0	68	85.24	3089
LiuW_2016__SRR3993045__bin.28	3614	3148	290	176	0	65	3654	3185	293	176	0	68	84.6	3066
LomanNJ_2013__OBK2828__bin.13	2145	1734	243	168	0	52	2165	1751	245	169	0	55	46.77	1695
LomanNJ_2013__OBK2638__bin.2	3006	2700	298	8	0	65	3029	2717	304	8	0	65	72.32	2621
LiuW_2016__SRR3993058__bin.5	3983	3487	282	214	0	65	4024	3516	293	215	0	67	93.68	3395
LomanNJ_2013__OBK2535b__bin.6	3533	3193	257	83	0	63	3550	3209	258	83	0	64	85.98	3116
LiuW_2016__SRR3993061__bin.109	3986	3494	263	229	0	64	4029	3528	269	232	0	66	93.9	3403
LomanNJ_2013__OBK2535__bin.14	3741	3420	278	43	0	65	3762	3438	281	43	0	67	92.03	3335
LomanNJ_2013__OBK2741__bin.5	4288	3578	479	231	0	64	4336	3616	488	232	0	67	96.16	3485
LomanNJ_2013__OBK2840__bin.3	4048	3580	390	78	0	65	4084	3609	397	78	0	67	96.16	3485
LomanNJ_2013__OBK3134__bin.12	3137	2533	384	220	0	49	3204	2591	393	220	0	52	68.49	2482
LomanNJ_2013__OBK2971__bin.5	3876	3338	393	145	0	62	3944	3398	401	145	0	65	89.57	3246
LomanNJ_2013__OBK2849__bin.2	3775	3252	370	153	0	63	3819	3287	379	153	0	65	87.28	3163
LomanNJ_2013__OBK3303__bin.1	2771	2253	329	189	0	51	2819	2295	334	190	0	54	60.26	2184
LomanNJ_2013__OBK3185__bin.4	2971	2448	311	212	0	57	3018	2490	315	213	0	60	65.62	2378
LomanNJ_2013__OBK3014__bin.2	4023	3396	464	163	0	65	4079	3444	472	163	0	68	91.14	3303
LomanNJ_2013__OBK3751__bin.12	3359	2656	462	241	0	58	3408	2695	469	244	0	60	71.85	2604
LomanNJ_2013__OBK4198__bin.8	3978	3407	484	87	0	65	4015	3439	489	87	0	67	92.05	3336
LomanNJ_2013__OBK4961__bin.1	3975	3362	488	125	0	65	4003	3383	494	126	0	67	90.95	3296
LoombaR_2017__SID0005_aaf__bin.1	4275	3250	734	291	0	60	4329	3277	758	294	0	63	88.0	3189
LoombaR_2017__SID0011_vkb__bin.1	3642	3156	361	125	0	64	3665	3175	365	125	0	66	84.96	3079
LoombaR_2017__SID0013_eop__bin.27	3506	2769	497	240	0	54	3541	2797	504	240	0	56	74.42	2697
LoombaR_2017__SID0008_kcu__bin.36	4239	3331	672	236	0	64	4279	3356	687	236	0	66	89.98	3261
LoombaR_2017__SID0014_cps__bin.15	3783	3263	425	95	0	65	3797	3275	427	95	0	65	88.3	3200
LoombaR_2017__SID0017_mqf__bin.11	4222	3629	498	95	0	65	4272	3654	520	98	0	67	97.43	3531
LoombaR_2017__SID0020_jhi__bin.36	4103	3534	475	94	0	65	4130	3558	478	94	0	67	95.45	3459
LoombaR_2017__SID0018_fze__bin.6	4468	3595	669	204	0	65	4514	3617	693	204	0	67	96.66	3503
LoombaR_2017__SID1049_baw__bin.25	3201	2641	448	112	0	64	3250	2649	478	123	0	64	70.72	2563
LoombaR_2017__SID1037_bak__bin.3	3572	2834	426	312	0	59	3628	2872	439	317	0	61	76.13	2759
LoombaR_2017__SID1030_bad__bin.13	4093	3437	531	125	0	65	4112	3450	537	125	0	66	92.94	3368
LoombaR_2017__SID1022_aav__bin.22	4460	3637	507	316	0	65	4573	3693	543	337	0	66	97.79	3544
LoombaR_2017__SID1035_bai__bin.14	4387	3537	596	254	0	65	4428	3557	616	255	0	67	95.47	3460
LoombaR_2017__SID5016_ish__bin.2	3927	2974	604	349	0	59	3980	3013	617	350	0	60	80.22	2907
LoombaR_2017__SID1050_bax__bin.9	4198	3605	497	96	0	65	4235	3631	508	96	0	67	96.8	3508
LoombaR_2017__SID5401_alw__bin.17	2824	2025	516	283	0	51	2845	2045	516	284	0	52	54.55	1977
LoombaR_2017__SID5338_ihq__bin.4	4071	3535	363	173	0	65	4123	3567	383	173	0	66	95.2	3450
LoombaR_2017__SID5362_xgk__bin.24	4343	3501	601	241	0	64	4368	3519	607	242	0	66	93.98	3406
LoombaR_2017__SID5161_prh__bin.16	4367	3423	736	208	0	65	4417	3445	762	210	0	67	92.52	3353
LoombaR_2017__SID5395_kej__bin.33	4071	3385	279	407	0	55	4139	3442	288	409	0	57	90.98	3297
LoombaR_2017__SID5390_yff__bin.2	4439	3546	654	239	0	65	4490	3568	679	243	0	67	95.72	3469
LoombaR_2017__SID5490_ggo__bin.16	2808	2199	409	200	0	53	2834	2221	413	200	0	54	59.35	2151
LoombaR_2017__SID5458_vgp__bin.22	3986	3423	483	80	0	65	3999	3432	485	82	0	67	92.72	3360
LoombaR_2017__SID5468_vbl__bin.11	3917	3101	590	226	0	64	3961	3135	599	227	0	66	83.64	3031
LoombaR_2017__SID5464_cib__bin.5	4292	3481	631	180	0	65	4341	3508	650	183	0	67	94.18	3413
LoombaR_2017__SID5460_gix__bin.4	4383	3594	549	240	0	65	4427	3619	567	241	0	67	96.58	3500
LoombaR_2017__SID5495_pls__bin.8	4113	3217	550	346	0	64	4165	3252	567	346	0	66	86.51	3135
LoombaR_2017__SID5501_aaq__bin.10	4211	3517	572	122	0	65	4258	3543	592	123	0	67	95.03	3444
LoombaR_2017__SID5571_lgi__bin.22	4094	3566	287	241	0	65	4133	3596	295	242	0	67	95.81	3472
LoombaR_2017__SID5561_vwa__bin.25	4344	3680	491	173	0	65	4403	3704	525	174	0	67	98.9	3584
LoombaR_2017__SID5627_irb__bin.11	4101	3617	335	149	0	65	4162	3662	349	151	0	67	97.21	3523
LoombaR_2017__SID5570_qby__bin.1	4080	3601	270	209	0	65	4129	3637	279	213	0	67	96.8	3508
NielsenHB_2014__MH0025__bin.16	3896	2888	630	378	0	60	3925	2910	636	379	0	61	77.46	2807
NielsenHB_2014__MH0014__bin.22	4251	3491	601	159	0	65	4267	3505	602	160	0	67	94.48	3424
LoombaR_2017__SID5639_uuc__bin.53	4267	3340	690	237	0	65	4323	3380	706	237	0	67	90.31	3273
NielsenHB_2014__MH0163__bin.26	2222	1834	227	161	0	44	2270	1874	234	162	0	45	49.5	1794
NielsenHB_2014__MH0093__bin.13	4050	3419	514	117	0	65	4079	3438	524	117	0	67	92.44	3350
NielsenHB_2014__MH0097__bin.14	4012	3548	341	123	0	60	4055	3579	351	125	0	61	95.34	3455
NielsenHB_2014__O2_UC26_2__bin.25	2967	2588	325	54	0	65	2982	2600	328	54	0	65	69.73	2527
NielsenHB_2014__MH0095__bin.13	3888	3452	306	130	0	64	3963	3516	314	133	0	66	92.8	3363
NielsenHB_2014__V1_CD15_3__bin.60	2795	2088	446	261	0	51	2871	2151	458	262	0	52	56.24	2038
NielsenHB_2014__V1_CD18_0__bin.44	2478	2062	246	170	0	59	2531	2109	252	170	0	60	55.49	2011
NielsenHB_2014__MH0159__bin.21	4312	3373	681	258	0	65	4384	3427	695	262	0	68	91.14	3303
NielsenHB_2014__MH0121__bin.16	4226	3667	404	155	0	65	4268	3696	417	155	0	67	98.51	3570
NielsenHB_2014__O2_UC51_0__bin.20	4086	3410	495	181	0	64	4132	3440	510	182	0	67	91.78	3326
NielsenHB_2014__O2_UC5_2__bin.32	4193	3563	488	142	0	65	4237	3597	498	142	0	67	95.7	3468
NielsenHB_2014__V1_CD21_4__bin.32	2519	1943	359	217	0	50	2594	2005	367	222	0	51	52.24	1893
NielsenHB_2014__V1_CD35_1__bin.26	2952	2292	439	221	0	57	3004	2335	447	222	0	59	61.78	2239
NielsenHB_2014__V1_CD41_0__bin.57	3233	2819	303	111	0	64	3263	2839	312	112	0	64	75.55	2738
Obregon-TitoAJ_2015__HCO11__bin.17	2481	2238	211	32	0	65	2495	2248	213	34	0	66	60.29	2185
NielsenHB_2014__V1_UC14_1__bin.27	3733	3305	299	129	0	65	3777	3342	304	131	0	66	88.8	3218
NielsenHB_2014__V1_CD35_0__bin.21	4048	3452	469	127	0	62	4091	3488	475	128	0	63	92.69	3359
Obregon-TitoAJ_2015__NO21__bin.43	2357	1993	177	187	0	59	2378	2009	182	187	0	59	54.0	1957
NielsenHB_2014__V1_UC61_0__bin.36	2943	2339	467	137	0	63	2985	2360	488	137	0	63	62.58	2268
Obregon-TitoAJ_2015__NO01__bin.5	3907	3195	441	271	0	64	3926	3211	444	271	0	66	85.68	3105
OhJ_2014__MET0004__bin.7	3726	3298	305	123	0	61	3752	3312	316	124	0	62	88.6	3211
NielsenHB_2014__V1_UC5_3__bin.95	4181	3486	504	191	0	65	4229	3530	507	192	0	67	94.09	3410
OlmMR_2017__S2_005_017G1__bin.1	2445	2019	337	89	0	65	2465	2029	347	89	0	66	54.69	1982
OhJ_2014__MET0200__bin.4	2922	2616	219	87	0	53	2968	2652	226	90	0	55	70.06	2539
OlmMR_2017__S2_005_008G1__bin.1	3469	2894	401	174	0	65	3527	2942	411	174	0	66	78.17	2833
OhJ_2014__MET0008__bin.7	4101	3682	336	83	0	65	4138	3704	348	86	0	67	98.92	3585
OlmMR_2017__S2_005_018G1__bin.2	3043	2651	341	51	0	65	3060	2664	345	51	0	66	71.63	2596
OlmMR_2017__S2_005_027G1__bin.3	2316	1958	303	55	0	65	2332	1968	309	55	0	66	53.01	1921
OlmMR_2017__S2_005_022W1__bin.3	2581	2262	224	95	0	65	2602	2274	233	95	0	66	61.23	2219
QinJ_2012__CON-010__bin.19	1678	1501	138	39	0	65	1701	1508	149	44	0	66	40.45	1466
OlmMR_2017__S2_005_011G1__bin.3	4181	3475	536	170	0	65	4235	3495	557	183	0	67	93.87	3402
OlmMR_2017__S2_005_019G1__bin.3	3475	2944	450	81	0	65	3501	2962	458	81	0	66	79.5	2881
OlmMR_2017__S2_005_024G1__bin.5	3719	3144	459	116	0	65	3791	3189	473	129	0	67	84.88	3076
OlmMR_2017__S2_005_021G1__bin.7	3684	3109	440	135	0	65	3732	3148	449	135	0	66	84.05	3046
OlmMR_2017__S2_005_023G1__bin.6	4004	3393	479	132	0	65	4056	3422	489	145	0	67	91.83	3328
QinJ_2012__CON-027__bin.13	1753	1544	177	32	0	65	1766	1552	181	33	0	66	41.67	1510
OlmMR_2017__S2_005_025G1__bin.10	3600	3069	415	116	0	65	3626	3085	425	116	0	66	82.95	3006
OlmMR_2017__S2_005_028G1__bin.1	2592	2193	315	84	0	65	2609	2203	322	84	0	66	59.38	2152
QinJ_2012__CON-039__bin.17	2319	1995	207	117	0	65	2348	2019	211	118	0	66	53.78	1949
QinJ_2012__CON-013__bin.19	3697	3445	165	87	0	65	3730	3474	167	89	0	67	92.66	3358
QinJ_2012__CON-023__bin.30	3730	3391	239	100	0	64	3771	3423	247	101	0	66	91.36	3311
QinJ_2012__CON-028__bin.20	3603	3261	197	145	0	65	3636	3288	201	147	0	67	87.72	3179
QinJ_2012__CON-041__bin.5	4102	3367	318	417	0	63	4205	3449	329	427	0	65	90.59	3283
QinJ_2012__CON-045__bin.25	2896	2316	349	231	0	51	2975	2386	355	234	0	55	62.2	2254
QinJ_2012__CON-048__bin.2	3091	2686	279	126	0	65	3121	2709	286	126	0	66	72.43	2625
QinJ_2012__CON-015__bin.37	4376	3605	451	320	0	65	4453	3661	461	331	0	68	96.77	3507
QinJ_2012__CON-043__bin.30	4002	3316	399	287	0	64	4055	3354	408	293	0	66	88.88	3221
QinJ_2012__CON-074__bin.25	2023	1749	229	45	0	62	2035	1757	233	45	0	63	47.41	1718
QinJ_2012__CON-044__bin.34	3803	3563	208	32	0	65	3820	3574	214	32	0	67	95.81	3472
QinJ_2012__CON-042__bin.3	4014	3611	275	128	0	65	4051	3639	284	128	0	67	96.99	3515
QinJ_2012__CON-073__bin.28	2936	2585	167	184	0	60	2980	2627	169	184	0	60	69.51	2519
QinJ_2012__CON-052__bin.8	3880	3606	239	35	0	65	3913	3630	248	35	0	67	96.94	3513
QinJ_2012__CON-077__bin.11	2671	2243	284	144	0	40	2717	2276	294	147	0	40	59.93	2172
QinJ_2012__CON-060__bin.18	4466	3497	583	386	0	64	4500	3520	592	388	0	66	93.98	3406
QinJ_2012__CON-082__bin.30	2696	2345	196	155	0	53	2757	2402	199	156	0	54	62.86	2278
QinJ_2012__CON-076__bin.13	3842	3573	228	41	0	65	3858	3585	232	41	0	67	96.08	3482
QinJ_2012__CON-078__bin.10	3585	3374	183	28	0	65	3616	3400	188	28	0	67	90.95	3296
QinJ_2012__CON-093__bin.18	2754	2352	198	204	0	53	2792	2388	198	206	0	55	63.44	2299
QinJ_2012__CON-080__bin.13	3847	3443	336	68	0	65	3909	3497	344	68	0	67	92.52	3353
QinJ_2012__CON-096__bin.11	2808	2365	213	230	0	60	2862	2415	214	233	0	61	63.6	2305
QinJ_2012__CON-100__bin.2	2417	2116	237	64	0	63	2445	2132	247	66	0	63	56.82	2059
QinJ_2012__CON-106__bin.34	1833	1671	111	51	0	63	1840	1677	112	51	0	64	45.14	1636
QinJ_2012__CON-083__bin.16	4176	3565	514	97	0	65	4205	3583	525	97	0	67	95.81	3472
QinJ_2012__CON-094__bin.1	3950	3433	365	152	0	64	3991	3467	372	152	0	66	92.19	3341
QinJ_2012__CON-102__bin.56	3063	2385	375	303	0	57	3139	2451	383	305	0	63	64.24	2328
QinJ_2012__CON-108__bin.14	2825	2429	274	122	0	65	2842	2440	280	122	0	66	65.42	2371
QinJ_2012__CON-109__bin.10	3195	2802	246	147	0	64	3220	2825	248	147	0	66	75.55	2738
QinJ_2012__DLF008__bin.13	3998	3402	455	141	0	65	4102	3495	463	144	0	67	91.39	3312
QinJ_2012__DLM001__bin.27	3005	2412	390	203	0	57	3090	2489	397	204	0	58	65.12	2360
QinJ_2012__DLM015__bin.1	2097	1702	227	168	0	44	2150	1745	237	168	0	45	46.05	1669
QinJ_2012__DLF006__bin.14	4121	3375	557	189	0	65	4227	3467	569	191	0	67	91.17	3304
QinJ_2012__DLF012__bin.17	3605	3278	244	83	0	65	3632	3302	247	83	0	66	88.13	3194
QinJ_2012__DLF009__bin.13	4208	3643	334	231	0	65	4285	3691	360	234	0	67	97.88	3547
QinJ_2012__DLM009__bin.9	3632	2721	537	374	0	54	3765	2838	549	378	0	57	73.26	2655
QinJ_2012__DLM005__bin.3	4170	3395	500	275	0	59	4312	3515	517	280	0	64	91.03	3299
QinJ_2012__DLM020__bin.4	3158	2447	424	287	0	60	3228	2507	433	288	0	63	65.76	2383
QinJ_2012__DLM012__bin.3	4206	3473	545	188	0	65	4246	3506	551	189	0	67	93.27	3380
QinJ_2012__DOF004__bin.26	3702	3417	233	52	0	65	3733	3442	239	52	0	66	91.92	3331
QinJ_2012__DLM022__bin.41	4268	3441	521	306	0	65	4342	3484	545	313	0	67	92.94	3368
QinJ_2012__DOF007__bin.2	3421	2676	472	273	0	60	3542	2784	484	274	0	60	72.08	2612
QinJ_2012__DLM028__bin.16	4167	3640	352	175	0	65	4248	3706	366	176	0	67	97.74	3542
QinJ_2012__DOF006__bin.14	4091	3214	568	309	0	65	4143	3257	576	310	0	67	86.31	3128
QinJ_2012__DOM001__bin.4	3232	2648	311	273	0	54	3295	2708	313	274	0	57	71.5	2591
QinJ_2012__DOM003__bin.17	3264	2775	363	126	0	65	3291	2790	371	130	0	65	74.25	2691
QinJ_2012__DOF012__bin.7	3889	3485	293	111	0	65	3984	3570	300	114	0	67	93.65	3394
QinJ_2012__DOF010__bin.5	4229	3554	453	222	0	65	4279	3590	460	229	0	67	95.47	3460
QinJ_2012__NLF015__bin.4	2486	1961	303	222	0	50	2539	2003	309	227	0	50	52.9	1917
QinJ_2012__NLF008__bin.28	3523	3105	248	170	0	64	3547	3124	249	174	0	65	83.55	3028
QinJ_2012__DOM008__bin.16	4281	3499	561	221	0	65	4319	3527	569	223	0	67	94.7	3432
QinJ_2012__NLM001__bin.18	3195	2806	259	130	0	64	3246	2853	263	130	0	66	75.69	2743
QinJ_2012__DOM016__bin.9	4209	3369	653	187	0	65	4266	3408	671	187	0	68	90.48	3279
QinJ_2012__NLM003__bin.13	3659	3152	320	187	0	65	3792	3263	338	191	0	67	84.88	3076
QinJ_2012__NLM002__bin.3	4366	3327	649	390	0	65	4436	3376	665	395	0	67	89.35	3238
QinJ_2012__NLM015__bin.6	3720	3156	359	205	0	63	3853	3271	374	208	0	66	84.88	3076
QinJ_2012__NOF002__bin.12	3103	2703	218	182	0	57	3210	2804	223	183	0	62	72.76	2637
QinJ_2012__NLM022__bin.27	3667	3410	211	46	0	65	3694	3435	213	46	0	68	91.75	3325
QinJ_2012__NLM006__bin.35	4282	3444	560	278	0	64	4390	3540	570	280	0	66	93.16	3376
QinJ_2012__NOF010__bin.9	2815	2470	204	141	0	65	2854	2507	206	141	0	67	66.72	2418
QinJ_2012__NLM024__bin.7	3879	3502	277	100	0	65	3914	3530	284	100	0	67	94.04	3408
QinJ_2012__NOF006__bin.8	3900	3147	547	206	0	64	4063	3283	572	208	0	66	84.41	3059
QinJ_2012__T2D-001__bin.49	2734	2365	229	140	0	56	2795	2421	234	140	0	57	63.63	2306
QinJ_2012__NOM004__bin.8	4035	2950	588	497	0	59	4175	3068	599	508	0	70	79.25	2872
QinJ_2012__NOM005__bin.29	3674	3449	188	37	0	65	3697	3466	194	37	0	67	92.8	3363
QinJ_2012__NOM029__bin.2	4022	3570	320	132	0	65	4063	3605	326	132	0	67	95.86	3474
QinJ_2012__NOM025__bin.11	4247	3601	323	323	0	65	4288	3630	333	325	0	68	96.74	3506
QinJ_2012__T2D-018__bin.1	1995	1631	206	158	0	48	2060	1688	214	158	0	50	44.12	1599
QinJ_2012__T2D-005__bin.23	3767	3448	195	124	0	65	3790	3468	197	125	0	67	92.83	3364
QinJ_2012__T2D-012__bin.28	4001	3566	356	79	0	65	4032	3588	365	79	0	67	95.81	3472
QinJ_2012__T2D-015__bin.56	4134	3184	501	449	0	64	4210	3235	518	457	0	65	85.4	3095
QinJ_2012__T2D-016__bin.8	3727	3183	313	231	0	65	3760	3209	315	236	0	69	85.68	3105
QinJ_2012__T2D-019__bin.9	3623	2956	420	247	0	63	3673	2999	425	249	0	65	79.42	2878
QinJ_2012__T2D-020__bin.24	3631	3185	342	104	0	65	3680	3224	351	105	0	67	85.49	3098
QinJ_2012__T2D-021__bin.25	3709	3446	206	57	0	64	3722	3457	208	57	0	65	92.72	3360
QinJ_2012__T2D-025__bin.14	3463	3095	248	120	0	62	3508	3136	252	120	0	65	83.36	3021
QinJ_2012__T2D-031__bin.17	2609	2165	241	203	0	61	2653	2202	246	205	0	63	58.53	2121
QinJ_2012__T2D-024__bin.16	4043	3522	364	157	0	64	4074	3549	366	159	0	66	94.65	3430
QinJ_2012__T2D-026__bin.24	3731	3453	243	35	0	65	3753	3473	245	35	0	67	92.91	3367
QinJ_2012__T2D-027__bin.67	4118	3440	596	82	0	65	4161	3466	612	83	0	67	92.91	3367
QinJ_2012__T2D-032__bin.50	3252	2724	358	170	0	60	3323	2785	368	170	0	63	73.65	2669
QinJ_2012__T2D-029__bin.30	3495	3002	397	96	0	63	3513	3015	402	96	0	63	80.57	2920
QinJ_2012__T2D-036__bin.31	3562	3074	297	191	0	61	3641	3144	306	191	0	62	82.56	2992
QinJ_2012__T2D-033__bin.18	3948	3324	459	165	0	65	3972	3340	467	165	0	67	89.27	3235
QinJ_2012__T2D-047__bin.38	2261	1952	157	152	0	53	2330	2019	159	152	0	56	52.65	1908
QinJ_2012__T2D-038__bin.21	3179	2644	274	261	0	62	3251	2710	280	261	0	63	71.11	2577
QinJ_2012__T2D-037__bin.13	3755	3465	227	63	0	64	3798	3501	233	64	0	65	93.29	3381
QinJ_2012__T2D-035__bin.26	4193	3597	428	168	0	65	4239	3636	435	168	0	67	96.63	3502
QinJ_2012__T2D-040__bin.38	3268	2834	241	193	0	62	3340	2897	249	194	0	63	76.35	2767
QinJ_2012__T2D-051__bin.27	2308	1768	288	252	0	40	2367	1819	293	255	0	42	47.71	1729
QinJ_2012__T2D-057__bin.25	2829	2569	187	73	0	65	2846	2580	193	73	0	66	69.23	2509
QinJ_2012__T2D-049__bin.46	4353	3635	453	265	0	64	4406	3675	463	268	0	66	97.57	3536
QinJ_2012__T2D-058__bin.20	3670	3071	403	196	0	63	3714	3109	408	197	0	65	82.62	2994
QinJ_2012__T2D-059__bin.6	4292	3469	523	300	0	65	4350	3505	541	304	0	67	93.74	3397
QinJ_2012__T2D-060__bin.25	4036	3407	464	165	0	64	4119	3478	475	166	0	65	91.53	3317
QinJ_2012__T2D-065__bin.27	2882	2612	241	29	0	65	2900	2621	250	29	0	66	70.45	2553
QinJ_2012__T2D-063__bin.29	4495	3621	529	345	0	65	4561	3654	560	347	0	67	97.21	3523
QinJ_2012__T2D-067__bin.10	4047	3532	335	180	0	65	4095	3571	344	180	0	67	94.78	3435
QinJ_2012__T2D-070__bin.3	4211	3674	393	144	0	65	4256	3699	411	146	0	66	98.7	3577
QinJ_2012__T2D-074__bin.5	3362	3030	228	104	0	65	3391	3055	231	105	0	66	81.48	2953
QinJ_2012__T2D-076__bin.16	3729	2876	516	337	0	60	3802	2938	523	341	0	64	77.35	2803
QinJ_2012__T2D-071__bin.19	4202	3615	427	160	0	65	4234	3638	434	162	0	67	97.08	3518
QinJ_2012__T2D-077__bin.45	3784	3103	434	247	0	61	3850	3161	439	250	0	64	83.33	3020
QinJ_2012__T2D-078__bin.10	4171	3501	407	263	0	65	4248	3541	425	282	0	67	94.07	3409
QinJ_2012__T2D-080__bin.14	3729	3342	291	96	0	65	3758	3365	297	96	0	67	89.79	3254
QinJ_2012__T2D-072__bin.25	4334	3451	430	453	0	65	4385	3489	439	457	0	67	92.96	3369
QinJ_2012__T2D-081__bin.32	4095	3380	503	212	0	63	4138	3416	508	214	0	65	91.34	3310
QinJ_2012__T2D-090__bin.39	3712	3227	331	154	0	65	3742	3254	334	154	0	67	86.87	3148
QinJ_2012__T2D-101__bin.14	2280	1852	323	105	0	62	2317	1875	336	106	0	62	49.75	1803
QinJ_2012__T2D-082__bin.26	4418	3552	639	227	0	65	4469	3568	673	228	0	67	95.92	3476
QinJ_2012__T2D-095__bin.49	3042	2494	326	222	0	63	3069	2511	335	223	0	63	66.69	2417
QinJ_2012__T2D-092__bin.41	3563	2958	415	190	0	63	3597	2981	426	190	0	65	79.61	2885
QinJ_2012__T2D-091__bin.12	3988	3465	325	198	0	47	4020	3492	330	198	0	49	93.1	3374
QinJ_2012__T2D-099__bin.31	3142	2563	341	238	0	22	3188	2585	364	239	0	23	68.54	2484
QinN_2014__HD-10__bin.16	4002	3436	408	158	0	65	4031	3463	410	158	0	67	92.77	3362
QinN_2014__HD-15__bin.51	4147	3619	407	121	0	65	4193	3650	422	121	0	67	97.19	3522
QinN_2014__HD-20__bin.23	3570	3014	386	170	0	61	3640	3072	394	174	0	64	80.74	2926
QinN_2014__HD-25__bin.2	3885	3486	328	71	0	64	3929	3511	346	72	0	66	93.63	3393
QinN_2014__HD-18__bin.22	4310	3660	409	241	0	65	4370	3687	436	247	0	66	98.32	3563
QinN_2014__HD-30__bin.42	2268	1936	130	202	0	52	2344	2006	134	204	0	57	52.07	1887
QinN_2014__HD-78__bin.18	2858	2336	239	283	0	57	2918	2392	242	284	0	57	63.19	2290
QinN_2014__HD-45__bin.24	3647	3137	213	297	0	65	3687	3164	224	299	0	67	84.33	3056
QinN_2014__HD-42__bin.20	4106	3475	466	165	0	65	4176	3538	472	166	0	68	93.29	3381
QinN_2014__HD-35__bin.46	3863	3621	213	29	0	65	3900	3656	215	29	0	67	97.32	3527
QinN_2014__HV-2__bin.2	1927	1685	132	110	0	49	1974	1731	133	110	0	51	45.31	1642
QinN_2014__HD-79__bin.22	3598	3253	261	84	0	65	3647	3302	261	84	0	68	87.53	3172
QinN_2014__HV-27__bin.16	3728	3268	290	170	0	64	3840	3368	302	170	0	66	87.97	3188
QinN_2014__HD-76__bin.5	4403	3545	622	236	0	65	4435	3566	632	237	0	67	95.72	3469
QinN_2014__HV-26__bin.5	4212	3636	490	86	0	65	4250	3664	498	88	0	67	97.6	3537
QinN_2014__HD-82__bin.6	3708	3338	273	97	0	65	3743	3365	279	99	0	67	89.76	3253
QinN_2014__HV-6__bin.11	3884	3429	294	161	0	61	3956	3490	303	163	0	63	92.19	3341
QinN_2014__LD-10__bin.12	3558	3271	214	73	0	64	3582	3293	216	73	0	66	88.13	3194
QinN_2014__LD-17__bin.25	3791	3507	215	69	0	65	3811	3524	218	69	0	67	94.29	3417
QinN_2014__LD-19__bin.16	3576	3071	309	196	0	61	3667	3147	324	196	0	65	82.7	2997
QinN_2014__LD-18__bin.7	3944	3503	355	86	0	40	4010	3539	384	87	0	42	94.15	3412
QinN_2014__LD-14__bin.30	4195	3544	331	320	0	65	4271	3604	341	326	0	67	95.23	3451
QinN_2014__LD-33__bin.15	1697	1476	102	119	0	46	1724	1503	102	119	0	46	39.96	1448
QinN_2014__LD-27__bin.4	2754	2408	154	192	0	53	2863	2513	158	192	0	58	64.74	2346
